Student_ID,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level_Encoded
1,-0.41151710133656777,1.5635965542658197,0.8183238642695728,0.0537899605681938,-1.009522613565598,-0.4319551327809044,2
2,-1.5389069173133232,1.3038090099367587,0.33922368799042846,0.8844499942955267,-0.5264753836667502,-1.243010343783412,1
3,-1.6798306443104178,1.6501924023755066,1.1605382758975333,-0.8955357922630435,0.11758758953171332,-1.5133620807842478,1
4,-0.6933645553307568,0.09146713640114094,-0.20831937061430839,-0.5988714945032818,0.8824123702048889,-0.8036887711570545,2
5,0.43402526064599806,-1.207470585244164,-0.6874195468934533,-0.30220719674352003,0.9226663060297928,1.3253311577245255,0
6,-1.045673872823493,0.09146713640114094,0.33922368799042846,-1.4295315282306147,1.3252056642788326,-0.9050706725323672,2
7,0.36356339714745106,-1.1208747371344772,-1.508734134800559,1.7744428875748117,-0.003174217942998531,-0.12780942865496486,0
8,0.6454108511416401,-0.16832040792792008,-1.3034054878237826,0.17245567967209857,0.35911120448113737,0.27771817684628886,0
9,-1.6093687808118702,1.3904048580464459,-0.8243053115446377,0.765784275191622,0.23834939700642552,-1.0064525739076813,1
10,0.15217780665180963,-1.1208747371344772,1.571195569851087,1.0624485729513837,-1.2107922926901178,-1.2092163766583082,2
11,1.5614150766227528,1.3904048580464459,0.33922368799042846,-0.1242086180876631,-1.6535855867640614,1.054979420723691,0
12,-0.41151710133656777,-0.774491344695729,1.0920953935719415,-0.3615400562954724,0.19809546118152135,-0.4995430670311134,2
13,-0.7638264188293038,0.17806298451082803,-1.2349626054981901,1.2404471516072406,0.23834939700642552,-1.0064525739076813,0
14,-1.7502925078089646,1.1306173137173847,0.6814380996183891,1.0031157133994315,-0.6069832553165582,-0.8374827382821581,1
15,0.9977201686343761,-1.467258129573225,-0.4820908999166771,-1.1922000900228054,1.2044438568041207,0.953597519348377,0
16,-0.5524408283336623,-1.467258129573225,-0.6189766645678615,-0.4208729158474248,1.6472371508780645,0.27771817684628886,2
17,0.786334578138734,0.524446376949576,1.2974240405487183,-0.658204354055234,-1.009522613565598,0.818421650847959,0
18,0.9272583051358292,0.17806298451082803,0.9552096289207578,-0.4208729158474248,-0.8887608060908858,0.24392420972118364,0
19,0.08171594315326207,-0.25491625603760715,-1.6456198994517433,-1.2515329495747574,1.8887607658274883,0.14254230834587098,0
20,-0.6229026918322099,0.004871288291453873,1.3658669228743103,-0.7175372136071865,0.03707971788190566,-0.6347189355315314,2
21,-0.2705933743394739,0.8708297693883238,-0.9611910761958221,-1.3108658091267098,1.2044438568041207,-0.7361008369068455,2
22,1.490953213124206,1.044021465607698,0.4761094526416122,-0.06487575853571072,-1.5730777151142534,0.7508337165977501,0
23,1.068182032132923,-1.1208747371344772,1.3658669228743103,-0.06487575853571072,-0.8485068702659818,0.3115121439713926,0
24,-0.9752120093249458,-0.25491625603760715,1.0920953935719415,1.4777785898150502,-0.9692686777406939,-0.9050706725323672,2
25,-1.7502925078089646,0.004871288291453873,-0.27676225293990087,-0.8362029327110911,1.7277450225278723,-1.4795681136591425,1
26,1.5614150766227528,-0.6012996484763551,0.06545215868805973,0.6471185560877172,-1.0900304852154057,0.5818638809722284,0
27,-0.4819789648351154,1.6501924023755066,1.571195569851087,-1.0735343709189005,-0.6874911269663659,-1.6147439821595604,2
28,-0.7638264188293038,-1.640449825792599,0.33922368799042846,0.17245567967209857,0.8824123702048889,-0.5671310012813223,2
29,-1.5389069173133232,-0.774491344695729,1.3658669228743103,-0.7768700731591388,0.962920241854697,-1.107834475282994,1
30,1.702338803619848,-0.861087192805416,0.6129952172927972,0.5284528369838126,-1.2913001643399256,0.4466880124718105,0
31,-0.9047501458263982,0.7842339212786368,-0.4820908999166771,0.6471185560877172,-0.003174217942998531,-0.22919133003027906,2
32,-1.3979831903162288,1.1306173137173847,-0.6189766645678615,-0.9548686518149958,1.2849517284539287,0.48048197959691424,1
33,-1.6093687808118702,0.3512546807302018,0.6129952172927972,-1.5481972473345191,1.4459674717535447,-2.1892414232863358,1
34,0.504487124144545,-1.1208747371344772,0.6814380996183891,-0.24287433719156787,-0.003174217942998531,0.4128940453467068,0
35,1.5614150766227528,-1.207470585244164,-0.550533782242269,-1.1922000900228054,0.801904498555081,1.6970647961006755,0
